xmi:type,name,xmi:id,description
Transition,CheckStackWPTypeMetallicORCheckStackWPTypeWhite,_2WfkgEgQEeavyPrpKniqtA,[Check_Stack_WPType=Metallic OR Check_Stack_WPType=White]
Transition,ReachedStack,_-zHLgEgQEeavyPrpKniqtA,[ReachedStack]
Transition,ReachedConveyorANDNOTCheckLargeSortingConveyorIsSorting,_DxoT8EgREeavyPrpKniqtA,[ReachedConveyor AND NOT Check_LargeSortingConveyor_IsSorting]
Transition,WPPickedUp,_KxBvAEgREeavyPrpKniqtA,[WPPickedUp]
Transition,aftert50ms,_Of2KIEgREeavyPrpKniqtA,[after(t#50ms)]
Transition,CheckLargeSortingConveyorAutomaticExecuteCompleted,_ee3LkEgREeavyPrpKniqtA,[Check_LargeSortingConveyor_AutomaticExecuteCompleted]
Transition,CurrentPositionConveyorANDnotlargeSortingConveyorIsSorting,_npddcEgSEeavyPrpKniqtA,[CurrentPosition=Conveyor AND not largeSortingConveyor.IsSorting]
Transition,TransitionLO7hEEgTEeavyPrpKniqtA,_LO7hEEgTEeavyPrpKniqtA,
Transition,CheckStampAutomaticExecuteCompleted,_PevwcEgTEeavyPrpKniqtA,[Check_Stamp_AutomaticExecuteCompleted]
Transition,ReachedStampANDCheckStampAutomaticExecuteCompleted,_SYTXgEgTEeavyPrpKniqtA,[ReachedStamp AND Check_Stamp_AutomaticExecuteCompleted]
Transition,WPPutDown,_UWQ5AEgTEeavyPrpKniqtA,[WPPutDown]
Transition,ReachedStamp,_ZeLOAEgTEeavyPrpKniqtA,[ReachedStamp]
Transition,WPPickedUp,_gVaLkEgTEeavyPrpKniqtA,[WPPickedUp]
Transition,ReachedStack,_ifQM8EgTEeavyPrpKniqtA,[ReachedStack]
Transition,NOTCheckStampIsStamping,_nfnvgEgTEeavyPrpKniqtA,[NOT Check_Stamp_IsStamping]
Transition,CheckStampIsStamping,_rLrKgEgTEeavyPrpKniqtA,[Check_Stamp_IsStamping]
Transition,true,_AaF98KwKEea8dIIHPy7FTg,[true]
Transition,stampIsStamping,_EL3mcKwKEea8dIIHPy7FTg,[stamp.IsStamping]
Transition,WPPutDown,_UbJ68LevEeaN5KNu953fkQ,[WPPutDown]
Transition,NOTCheckStampWPAvailable,_AFlFYO0XEeaas4YgnJyohg,[NOT Check_Stamp_WPAvailable]
Transition,CheckStampWPAvailable,_Iw7E4O0XEeaas4YgnJyohg,[Check_Stamp_WPAvailable]
Transition,TransitionoxISAO0XEeaas4YgnJyohg,_oxISAO0XEeaas4YgnJyohg,
Transition,CheckStackWPTypeMetallicORCheckStackWPTypeWhite,_ytkF8O0XEeaas4YgnJyohg,[Check_Stack_WPType_Metallic OR Check_Stack_WPType_White]
Transition,CheckStackWPTypeBlack,__qUQQO0XEeaas4YgnJyohg,[Check_Stack_WPType_Black]
Pseudostate,Pseudostatev0fFgEgPEeavyPrpKniqtA,_v0fFgEgPEeavyPrpKniqtA,
State,WaitingForStackProvidingWP,_xnPckEgPEeavyPrpKniqtA,WaitingForStackProvidingWP
Pseudostate,Pseudostate2EuUgEgPEeavyPrpKniqtA,_2EuUgEgPEeavyPrpKniqtA,
Pseudostate,Pseudostate4ddGcEgPEeavyPrpKniqtA,_4ddGcEgPEeavyPrpKniqtA,
State,CraneToStack,_7wIYIEgPEeavyPrpKniqtA,Crane_ToStack
OpaqueBehavior,OpaqueBehaviorOfCraneToStack,_JQfOwLeuEeaN5KNu953fkQ,ACT_MoveToStack()
State,PickingUpWP,__nH30EgPEeavyPrpKniqtA,PickingUpWP
OpaqueBehavior,OpaqueBehaviorOfPickingUpWP,_SSrA8LeuEeaN5KNu953fkQ,ACT_PickUpWP()
State,TurningToConveyor,_B8mhcEgQEeavyPrpKniqtA,TurningToConveyor
OpaqueBehavior,OpaqueBehaviorOfTurningToConveyor,_l_9q8LeuEeaN5KNu953fkQ,ACT_MoveToConveyor()
State,PuttingDownWP,_Eea98EgQEeavyPrpKniqtA,PuttingDownWP
OpaqueBehavior,OpaqueBehaviorOfPuttingDownWP,_EAxMILevEeaN5KNu953fkQ,ACT_PutDownWP()
State,SortWP,_HNuc0EgQEeavyPrpKniqtA,SortWP
OpaqueBehavior,OpaqueBehaviorOfSortWP,_8jF-oGR1EeaP7aiWefDRgg,Conveyor_AllowToOperate:=TRUE
OpaqueBehavior,OpaqueBehaviorOfSortWP,_-RxuAGR1EeaP7aiWefDRgg,Conveyor_AllowToOperate:=FALSE
State,CraneTurningToStack,_lg_KgEgREeavyPrpKniqtA,CraneTurningToStack
OpaqueBehavior,OpaqueBehaviorOfCraneTurningToStack,_LDBRcLewEeaN5KNu953fkQ,ACT_MoveToStack()
State,CranePickingUpWP,_12TMEEgREeavyPrpKniqtA,CranePickingUpWP
OpaqueBehavior,OpaqueBehaviorOfCranePickingUpWP,_cIEt4LewEeaN5KNu953fkQ,ACT_PickUpWP()
State,CraneTurningToStamp,__1k4oEgREeavyPrpKniqtA,CraneTurningToStamp
OpaqueBehavior,OpaqueBehaviorOfCraneTurningToStamp,_gdi5ULewEeaN5KNu953fkQ,ACT_MoveToStamp()
State,CranePuttingDownWP,_K7FNcEgSEeavyPrpKniqtA,CranePuttingDownWP
OpaqueBehavior,OpaqueBehaviorOfCranePuttingDownWP,_vfqNoLewEeaN5KNu953fkQ,ACT_PutDownWP()
State,StampingWP,_R9C0UEgSEeavyPrpKniqtA,Stamping_WP
OpaqueBehavior,OpaqueBehaviorOfStampingWP,_MRfKIGR2EeaP7aiWefDRgg,Stamp_AllowToOperate:=TRUE
State,CraneTurningToStamp,_04BwgEgSEeavyPrpKniqtA,CraneTurningToStamp
OpaqueBehavior,OpaqueBehaviorOfCraneTurningToStamp,_RvKHYLeyEeaN5KNu953fkQ,ACT_TurnToStamp()
Pseudostate,PseudostateGFydAEgTEeavyPrpKniqtA,_GFydAEgTEeavyPrpKniqtA,
State,ShortDelay,_OxinELevEeaN5KNu953fkQ,Short_Delay
Pseudostate,Pseudostate28FxUO0WEeaas4YgnJyohg,_28FxUO0WEeaas4YgnJyohg,
State,CheckStampAutomaticExecuteCompleted,_ewSfMO0XEeaas4YgnJyohg,CheckStamp_AutomaticExecuteCompleted
OpaqueBehavior,OpaqueBehaviorOfCheckStampAutomaticExecuteCompleted,_i90PkO0XEeaas4YgnJyohg,Stamp_AllowToOperate:=FALSE
Pseudostate,PseudostatenF6tYO0XEeaas4YgnJyohg,_nF6tYO0XEeaas4YgnJyohg,
StateMachine,CraneACTEmergencyStop,_GbL0MEmSEeaPbYa44WUTPg,Crane_ACT_EmergencyStop
Transition,NOTEmergencyHandled,_T7BdcEmSEeaPbYa44WUTPg,[NOT EmergencyHandled]
Transition,NOTInitCompletedANDNOTAutoamticExecuteCompleted,_VEr0MEmSEeaPbYa44WUTPg,[NOT InitCompleted AND NOT AutoamticExecuteCompleted ]
Transition,EmergencyHandled,_qt4D8Kc5EeawJfD0HqGTQA,[EmergencyHandled]
Transition,tablemotorStopped,_zfxPANgbEeaLleG51tH3Eg,[table.motor.Stopped]
Transition,gripperReleased,_-QaHENgbEeaLleG51tH3Eg,[gripper.Released]
Transition,liftingCylinderRetracted,_FHAygNgcEeaLleG51tH3Eg,[liftingCylinder.Retracted]
State,ResetVariables,_L9_8gEmSEeaPbYa44WUTPg,ResetVariables
OpaqueBehavior,OpaqueBehaviorOfResetVariables,_Ppk2YEmSEeaPbYa44WUTPg,InitCompleted:=FALSE; AutomaticExecuteCompleted:=FALSE;Conveyor_AllowToOperate:=FALSE; Stamp_AllowToOperate:=FALSE; WPPickedUP:=FALSE; WPPutDown:=FALSE; ReachedStack:=FALSE; ReachedConveyor:=FALSE; ReachedStamp:=FALSE; WPType:=NULL;
Pseudostate,PseudostateSh0O0EmSEeaPbYa44WUTPg,_Sh0O0EmSEeaPbYa44WUTPg,
FinalState,FinalStateTJB0EmSEeaPbYa44WUTPg,_TJB_0EmSEeaPbYa44WUTPg,
State,EmergencyHandled,_dKkP8Kc5EeawJfD0HqGTQA,EmergencyHandled
OpaqueBehavior,OpaqueBehaviorOfEmergencyHandled,_oVVfQKc5EeawJfD0HqGTQA,Now(EmergencyHandled)
State,StopCrane,_gkq28NgbEeaLleG51tH3Eg,StopCrane
OpaqueBehavior,OpaqueBehaviorOfStopCrane,_ldXEMNgbEeaLleG51tH3Eg,table.motor.ACT_Stop()
State,ReleaseWP,_tghpYNgbEeaLleG51tH3Eg,ReleaseWP
OpaqueBehavior,OpaqueBehaviorOfReleaseWP,_wweXMNgbEeaLleG51tH3Eg,gripper.ACT_Release()
State,RetractLiftingCylinder,_24Hq4NgbEeaLleG51tH3Eg,RetractLiftingCylinder
OpaqueBehavior,OpaqueBehaviorOfRetractLiftingCylinder,_7Y018NgbEeaLleG51tH3Eg,liftingCylinder.ACT_Retract
StateMachine,CraneStateMachine,_NTug0NgSEeaLleG51tH3Eg,Crane_StateMachine
Transition,TransitionoLTAMNgSEeaLleG51tH3Eg,_oLTAMNgSEeaLleG51tH3Eg,
Transition,Transitiono31WENgSEeaLleG51tH3Eg,_o31WENgSEeaLleG51tH3Eg,
State,State,_QOVQwNgSEeaLleG51tH3Eg,State
OpaqueBehavior,OpaqueBehaviorOfState,_cQBhANgSEeaLleG51tH3Eg,Table(); Check_Stack_WPProvided := Main.Stack_WPProvided; Check_Stack_WPType_Black := Main.Stack_WPType; Check_LargeSortingConveyor_IsSorting := Main.LargeSortingConveyor_IsSorting; Check_LargeSortingConveyor_AutomaticExecuteCompleted := Main.LargeSortingConveyor_AutomaticExecuteCompleted; Check_Stamp_IsStamping := Main.Stamp_IsStamping; Check_Stamp_WPAvailable := Main.Stamp_WPAvailable; Check_Stamp_AutomaticExecuteCompleted := Main.Stamp_AutomaticExecuteCompleted;
Pseudostate,PseudostateiQk8NgSEeaLleG51tH3Eg,_iQ_k8NgSEeaLleG51tH3Eg,
FinalState,FinalStatelAJ54NgSEeaLleG51tH3Eg,_lAJ54NgSEeaLleG51tH3Eg,
Operation,ACTMoveToConveyor,_WWsH0BHdEeaIeI6F5gdpJg,ACT_MoveToConveyor
Operation,ACTMoveToStack,_YcA1kBHdEeaIeI6F5gdpJg,ACT_MoveToStack
Operation,ACTMoveToStamp,_aKd7cBHdEeaIeI6F5gdpJg,ACT_MoveToStamp
Operation,ACTPickUpWP,_N0_MgBHdEeaIeI6F5gdpJg,ACT_PickUpWP
Operation,ACTPutDownWP,_PlTTkBHdEeaIeI6F5gdpJg,ACT_PutDownWP
Operation,ACTInit,_2kTUQBHcEeaIeI6F5gdpJg,ACT_Init
Operation,ACTAutomaticExecute,_-RAg0EgMEeavyPrpKniqtA,ACT_AutomaticExecute
Operation,ACTEmergencyStop,_RL298EmREeaPbYa44WUTPg,ACT_EmergencyStop
Class,LargeSortingConveyor,_RehDsBH4EeaIeI6F5gdpJg,LargeSortingConveyor
Property,panel,_p5ujcxH6EeaIeI6F5gdpJg,panel
Property,motor,_k0wNULe0EeaN5KNu953fkQ,motor
Property,seperator1,_61L_AxH6EeaIeI6F5gdpJg,seperator1
Property,seperator2,__DaS8xH6EeaIeI6F5gdpJg,seperator2
Property,psBeginning,_TS5d4KdSEeaW3-nj19_RIA,psBeginning
Property,optRamp1,_5NHYgxH7EeaIeI6F5gdpJg,optRamp1
Property,optRamp2,_7Z8ccxH7EeaIeI6F5gdpJg,optRamp2
Property,indRamp1,_nnAA8xH8EeaIeI6F5gdpJg,indRamp1
Property,indRamp2,_xqoCAhH8EeaIeI6F5gdpJg,indRamp2
Property,ramp1,_swnwkxX2Eea6mfTNXns5yg,ramp1
Property,ramp2,_trigshX2Eea6mfTNXns5yg,ramp2
Property,ramp3,_uusm0xX2Eea6mfTNXns5yg,ramp3
Property,optEnd,_XBVGQxZ9Eeax3NYvbL0H7w,optEnd
Property,CheckAllowedToOperate,_f0UtMNgdEeaLleG51tH3Eg,Check_Allowed_To_Operate
Property,StartButton,_JcqusNgdEeaLleG51tH3Eg,StartButton
Property,InitCompleted,_z4fSQLe0EeaN5KNu953fkQ,InitCompleted
Property,AutomaticExecuteCompleted,_r36pgGRvEeaP7aiWefDRgg,AutomaticExecuteCompleted
Property,EmergencyStop,_W6uPQNgdEeaLleG51tH3Eg,EmergencyStop
Property,EmergencyHandled,_T4eIoGSBEeaP7aiWefDRgg,EmergencyHandled
Property,IsSorting,_GcRAAGRyEeaP7aiWefDRgg,IsSorting
Property,WPSorted,_IerjsGRyEeaP7aiWefDRgg,WPSorted
Property,WPTypeChecked,_KpwUIGRyEeaP7aiWefDRgg,WPTypeChecked
Property,TargetChanged,_MDZAkGRyEeaP7aiWefDRgg,TargetChanged
Property,WPType,_ZMoHsGRyEeaP7aiWefDRgg,WPType
Property,CurrentTarget,_igQPMGRyEeaP7aiWefDRgg,CurrentTarget
Property,PriorityWhite,_30vC4H5wEeaf0bAzsfqfCg,Priority_White
Property,PriorityBlack,_5iu1wH5wEeaf0bAzsfqfCg,Priority_Black
Property,PriorityMetallic,_685GoH5wEeaf0bAzsfqfCg,Priority_Metallic
Property,CounterVarWhite,_IE63UO0TEeaas4YgnJyohg,CounterVarWhite
Property,CounterVarBlack,_QepiYO0TEeaas4YgnJyohg,CounterVarBlack
Property,CounterVarMetallic,_S9kb4O0TEeaas4YgnJyohg,CounterVarMetallic
StateMachine,LargeSortingConveoyotACTChangeTarget,_ITYq8GR4EeaP7aiWefDRgg,LargeSortingConveoyot_ACT_ChangeTarget
Transition,WPTypeMetallic,_iBANwGR6EeaP7aiWefDRgg,[WPType=Metallic]
Transition,NOTTargetChanged,_icvHgGR6EeaP7aiWefDRgg,[NOT TargetChanged]
Transition,WPTypeWhite,_BSTtgGR7EeaP7aiWefDRgg,[WPType=White]
Transition,WPTypeBlack,_DjlMkGR7EeaP7aiWefDRgg,[WPType=Black]
Transition,PriorityWhite1,_fexFEGR7EeaP7aiWefDRgg,[PriorityWhite=1]
Transition,CurrentTargetRamp1,_EddlcGR8EeaP7aiWefDRgg,[CurrentTarget.Ramp1]
Transition,CurrentTargetRamp1,_JUx5sGR8EeaP7aiWefDRgg,[CurrentTarget=Ramp1]
Transition,TargetChanged,_q0ntkGR8EeaP7aiWefDRgg,[TargetChanged]
Transition,true,_W3Hn4GR9EeaP7aiWefDRgg,[true]
Transition,PriorityWhite3,_fj-DQGR9EeaP7aiWefDRgg,[PriorityWhite3]
Transition,notramp3DIWPDetected,_rsIu8GR9EeaP7aiWefDRgg,[not ramp3.DI_WPDetected]
Transition,notramp2DIWPDetected,_wYwPEGR9EeaP7aiWefDRgg,[not ramp2.DI_WPDetected]
Transition,CurrentTargetRamp3,_8981AGR9EeaP7aiWefDRgg,[CurrentTarget=Ramp3]
Transition,CurrentTargetRamp2,_9iiv0GR9EeaP7aiWefDRgg,[CurrentTarget=Ramp2]
Transition,CurrentTargetPicAlpha,_M6OrgGR-EeaP7aiWefDRgg,[CurrentTarget.PicAlpha]
Transition,PriorityWhite2,_SOcKsGV8Eeab9L8V4_TyWg,[PriorityWhite=2]
Transition,PriorityBlack2,_A27msH5yEeaf0bAzsfqfCg,[PriorityBlack=2]
Transition,PriorityBlack1,_EBvV0H5yEeaf0bAzsfqfCg,[PriorityBlack=1]
Transition,PriorityBlack3,_Km-kcH5yEeaf0bAzsfqfCg,[PriorityBlack3]
Transition,PriorityMetallic3,_QW5UoH5yEeaf0bAzsfqfCg,[PriorityMetallic=3]
Transition,PriorityMetallic2,_V4GTYH5yEeaf0bAzsfqfCg,[PriorityMetallic=2]
Transition,PriorityMetallic1,_cAlUkH5yEeaf0bAzsfqfCg,[PriorityMetallic=1]
Transition,TransitionddKzINgeEeaLleG51tH3Eg,_ddKzINgeEeaLleG51tH3Eg,
Pseudostate,PseudostateUqrs4GR6EeaP7aiWefDRgg,_Uqrs4GR6EeaP7aiWefDRgg,
Pseudostate,PseudostateYzO2oGR6EeaP7aiWefDRgg,_YzO2oGR6EeaP7aiWefDRgg,
State,WPIsMetallic,_fX0lAGR6EeaP7aiWefDRgg,WPIsMetallic
OpaqueBehavior,OpaqueBehaviorOfWPIsMetallic,_X1sd8H5xEeaf0bAzsfqfCg,IF(CounterVarMetallic=0)THEN Priority_Metallic:=1; ELSIF(CounterVarMetallic=1)THEN Priority_Metallic:=2; ELSIF(CounterVarMetallic=2)THEN Priority_Metallic:=3; END_IF; CounterVarMetallic:=CounterVarMetallic+1; CounterVarMetallic:=CounterVarBlack MOD 3;
State,WPIsWhite,_7CWLUGR6EeaP7aiWefDRgg,WPIsWhite
OpaqueBehavior,OpaqueBehaviorOfWPIsWhite,_G4IwoH5xEeaf0bAzsfqfCg,IF(CounterVarWhite=0)THEN Priority_White:=1; ELSIF(CounterVarWhite=1)THEN Priority_White:=2; ELSIF(CounterVarWhite=2)THEN Priority_White:=3; END_IF; CounterVarWhite:=CounterVarWhite+1; CounterVarWhite:=CounterVarWhite MOD 3;
State,WPIsBlack,_8kpEgGR6EeaP7aiWefDRgg,WPIsBlack
OpaqueBehavior,OpaqueBehaviorOfWPIsBlack,_MdZI8H5xEeaf0bAzsfqfCg,IF(CounterVarBlack=0)THEN Priority_Black:=1; ELSIF(CounterVarBlack=1)THEN Priority_Black:=2; ELSIF(CounterVarBlack=2)THEN Priority_Black:=3; END_IF; CounterVarBlack:=CounterVarBlack+1; CounterVarBlack:=CounterVarBlack MOD 3;
State,Ramp1,_aXfCMGR7EeaP7aiWefDRgg,Ramp1
OpaqueBehavior,OpaqueBehaviorOfRamp1,_ToWwYGR-EeaP7aiWefDRgg,Set(CurrentTarget := Ramp1)
State,TargetChanged,_Fn5_UGR8EeaP7aiWefDRgg,TargetChanged
OpaqueBehavior,OpaqueBehaviorOfTargetChanged,_lzfWAGR8EeaP7aiWefDRgg,Now(TargetChanged)
FinalState,FinalStatep0OnkGR8EeaP7aiWefDRgg,_p0OnkGR8EeaP7aiWefDRgg,
State,Ramp2,_dH1YAGR9EeaP7aiWefDRgg,Ramp2
OpaqueBehavior,OpaqueBehaviorOfRamp2,_Xihf4GR-EeaP7aiWefDRgg,Set(CurrentTarget := Ramp2)
State,Ramp3,_kI3x0GR9EeaP7aiWefDRgg,Ramp3
OpaqueBehavior,OpaqueBehaviorOfRamp3,_Y2g3UGR-EeaP7aiWefDRgg,Set(CurrentTarget := Ramp3)
State,ResetTarget,_QmO88NgeEeaLleG51tH3Eg,ResetTarget
OpaqueBehavior,OpaqueBehaviorOfResetTarget,_ad3wcNgeEeaLleG51tH3Eg,Reset(CurrentTarget)
StateMachine,LargeSortingConveyorACTCheckWPType,_Qv6yYGR4EeaP7aiWefDRgg,LargeSortingConveyor_ACT_CheckWPType
Transition,NOTWPTypeChecked,_DUNXAGR_EeaP7aiWefDRgg,[NOT WPTypeChecked]
Transition,TransitionFpsnsGREeaP7aiWefDRgg,_FpsnsGR_EeaP7aiWefDRgg,
Transition,optRamp1DIWPLight,_PBFN0GR_EeaP7aiWefDRgg,[optRamp1.DI_WPLight]
Transition,NOTindRamp1DIWPMetallicANDNOToptRamp1DIWPLight,_PnEPwGR_EeaP7aiWefDRgg,[NOT indRamp1.DI_WPMetallic AND NOT optRamp1.DI_WPLight]
Transition,optRamp1DIWPLightANDNOTindRamp1DIWPMetallic,_AQqRAGSAEeaP7aiWefDRgg,[optRamp1.DI_WPLight AND NOT indRamp1.DI_WPMetallic]
Transition,indRamp1DIWPMetallic,_BGd3oGSAEeaP7aiWefDRgg,[indRamp1.DI_WPMetallic]
Transition,WPTypeWhite,_vIeyoGSAEeaP7aiWefDRgg,[WPType=White]
Transition,WPTypeMetallic,_v6UfQGSAEeaP7aiWefDRgg,[WPType=Metallic]
Transition,WPTypeBlack,_w0g2oGSAEeaP7aiWefDRgg,[WPType=Black]
Transition,WPTypeChecked,_2FQ-kGSAEeaP7aiWefDRgg,[WPTypeChecked]
Pseudostate,Pseudostate3aunkGREeaP7aiWefDRgg,_3aunkGR-EeaP7aiWefDRgg,
Pseudostate,Pseudostate5bSKEGREeaP7aiWefDRgg,_5bSKEGR-EeaP7aiWefDRgg,
State,ResetWPType,_8d8CwGR-EeaP7aiWefDRgg,Reset_WPType
OpaqueBehavior,OpaqueBehaviorOfResetWPType,__zotANgeEeaLleG51tH3Eg,Reset(WPType)
State,WPIsBlack,_KQdXcGR_EeaP7aiWefDRgg,WP_Is_Black
OpaqueBehavior,OpaqueBehaviorOfWPIsBlack,_RkE5kGSAEeaP7aiWefDRgg,Set(WPType:=Black)
State,WPIsWhite,_646wQGR_EeaP7aiWefDRgg,WP_Is_White
OpaqueBehavior,OpaqueBehaviorOfWPIsWhite,_OXC84GSAEeaP7aiWefDRgg,Set(WPType:=White)
State,WPIsMetallic,_-EDPgGR_EeaP7aiWefDRgg,WP_Is_Metallic
OpaqueBehavior,OpaqueBehaviorOfWPIsMetallic,_P1jiQGSAEeaP7aiWefDRgg,Set(WPType:=Metallic)
State,WPTypeChecked,_YsVVsGSAEeaP7aiWefDRgg,WPTypeChecked
OpaqueBehavior,OpaqueBehaviorOfWPTypeChecked,_c72DEGSAEeaP7aiWefDRgg,Now(WPTypeChecked)
FinalState,FinalStatetoHzIGSAEeaP7aiWefDRgg,_toHzIGSAEeaP7aiWefDRgg,
StateMachine,LargeSortingConveyorACTSortWP,_a_xU0B9cEeafhr7g7VlqoQ,LargeSortingConveyor_ACT_SortWP
Transition,NOTWPSorted,_h1C0cB9lEeafhr7g7VlqoQ,[NOT WPSorted]
Transition,psBeginningDIWPDetected,_vY_hoB9lEeafhr7g7VlqoQ,[psBeginning.DI_WPDetected]
Transition,WPTypeChecked,_zupTQB9lEeafhr7g7VlqoQ,[WPTypeChecked]
Transition,TargetChanged,_1KBsIB9lEeafhr7g7VlqoQ,[TargetChanged]
Transition,CurrentTargetRamp1,_2j1-wB9lEeafhr7g7VlqoQ,[CurrentTarget=Ramp1]
Transition,CurrentTargetConveyor,_AzH2MB9mEeafhr7g7VlqoQ,[CurrentTarget=Conveyor]
Transition,CurrentTargetRamp2,_E2JmwB9mEeafhr7g7VlqoQ,[CurrentTarget=Ramp2]
Transition,CurrentTargetRamp3,_RT3rsB9mEeafhr7g7VlqoQ,[CurrentTarget=Ramp3]
Transition,aftert380ms,_XeFLMB9mEeafhr7g7VlqoQ,[after(t#380ms)]
Transition,seperator1Extended,_bwk7IB9mEeafhr7g7VlqoQ,[seperator1.Extended]
Transition,seperator1Retracted,_owpfMB9mEeafhr7g7VlqoQ,[seperator1.Retracted]
Transition,seperator2Extended,_0aRNsB9mEeafhr7g7VlqoQ,[seperator2.Extended]
Transition,seperator2Retracted,_A-wB8B9nEeafhr7g7VlqoQ,[seperator2.Retracted]
Transition,aftert4000ms,_C8EDMB9nEeafhr7g7VlqoQ,[after(t#4000ms)]
Transition,largeSortingConveyorswitchPicAlphaDIRetracted,_aQcvsB9nEeafhr7g7VlqoQ,[largeSortingConveyor.switchPicAlpha.DI_Retracted]
Transition,WPSorted,_0YFmsCAGEeaXg9UYHPN2UA,[WPSorted]
Transition,aftert50ms,_f4t7MDeOEea1lqu3DmCTIw,[after(t#50ms)]
Transition,motorStopped,_Aua_EDkSEea8uOUb4gQg2Q,[motor.Stopped]
Transition,aftert1900ms,_wA9F0N5dEeaOyq2maqsktw,[after(t#1900ms)]
Transition,afterT300ms,_M-bugO0UEeaas4YgnJyohg,[after(T#300ms)]
